1,Buick,ENCLAVE
118,Honda,CR-V
1180,Mazda,CX3
879,Mazda,MAZDA5
906,Jeep,Cherokee
940,Honda,CIVIC 2.0 LX
144,Honda,Pilot
452,Mazda,MAZDA3
89,Honda,Odyssey
797,Honda,ACCD SPORT CVT
46,Subaru,FORESTER
273,Honda,CR-Z
396,Honda,PILOT AWD EX-L NAVI
105,Honda,Accord
636,RAM,3500
47,Subaru,OUTBACK 2.5I
144,Honda,Pilot
549,Jaguar,XJ
1043,RAM,1500 SLT
290,Mercedes-Benz,C300
290,Mercedes-Benz,C300
132,Honda,Fit
1021,Mercedes-Benz,AMG GT S
299,Mercedes-Benz,S550
95,Honda,ODYSSEY
491,Honda,ACCORD SEDAN
14,GMC,SIERRA 2500HD
340,Ford,Focus
285,Mercedes-Benz,ML350
1564,Jeep,GRAND CHEROKEE (3.6L)
341,Dodge,Charger
492,Honda,CIVIC SEDAN
286,Mercedes-Benz,GLK350
344,Ford,F150
46,Subaru,FORESTER
341,Dodge,Charger
164,Honda,CRV
83,Subaru,WRX
293,Mercedes-Benz,GLK-Class
475,Mercedes-Benz,E-CLASS
436,Mercedes-Benz,GL550
309,Mazda,CX-9
343,Ford,Explorer
11,GMC,YUKON XL
1594,Mercedes-Benz,E300
285,Mercedes-Benz,ML350
304,Mercedes-Benz,GLK250
1193,Lexus,ES 350
105,Honda,Accord
597,Nissan,ROGUE SELECT S
290,Mercedes-Benz,C300
348,Ford,Edge
1481,Jeep,GRAND CHEROKEE LARED
341,Dodge,Charger
341,Dodge,Charger
341,Dodge,Charger
341,Dodge,Charger
1306,Lexus,IS250
49,Subaru,OUTBACK
291,Mercedes-Benz,E350
341,Dodge,Charger
302,Ford,F-150
307,Mercedes-Benz,E-Class
1218,Mazda,MIATA
296,Mercedes-Benz,C250
288,Mercedes-Benz,CLA250
452,Mazda,MAZDA3
414,Mercedes-Benz,M-CLASS
89,Honda,Odyssey
630,Mercedes-Benz,SLK-CLASS
729,Mazda,Mazda6
1302,Lexus,IS 200T
442,Mercedes-Benz,GLK-CLASS
81,Subaru,Outback
56,Subaru,Forester
7,GMC,SIERRA 1500
475,Mercedes-Benz,E-CLASS
1126,Mercedes-Benz,C300 4-MATIC
475,Mercedes-Benz,E-CLASS
302,Ford,F-150
341,Dodge,Charger
291,Mercedes-Benz,E350
118,Honda,CR-V
85,Subaru,XV Crosstrek
1286,Lexus,GS
341,Dodge,Charger
500,Mercedes-Benz,S-CLASS
1201,Lexus,ES350
291,Mercedes-Benz,E350
1196,Lexus,RX350 2WD
1646,Saab,09-Mar
291,Mercedes-Benz,E350
299,Mercedes-Benz,S550
498,Mercedes-Benz,ML350W4
105,Honda,Accord
291,Mercedes-Benz,E350
710,Mercedes-Benz,E350 CABRIOLET
234,RAM,1500
879,Mazda,MAZDA5
488,Mazda,CX-5
306,Mercedes-Benz,SPRINTER
914,Lexus,GX 460
457,Honda,ACCORD EXVL NAVI
452,Mazda,MAZDA3
288,Mercedes-Benz,CLA250
475,Mercedes-Benz,E-CLASS
89,Honda,Odyssey
307,Mercedes-Benz,E-Class
151,Honda,CRV AWD EX
1032,Honda,CRV AWD SE
132,Honda,Fit
328,Honda,HR-V
981,Honda,ACCD SPORT HS
176,Honda,CRV AWD TOURING
461,Mercedes-Benz,C-CLASS
475,Mercedes-Benz,E-CLASS
50,Subaru,CROSSTREK
291,Mercedes-Benz,E350
285,Mercedes-Benz,ML350
1647,BMW,X3 2.5
1047,BMW,3 SERIES
562,Audi,A7
1252,Lexus,NX200T
914,Lexus,GX 460
1201,Lexus,ES350
809,Lexus,RX 350
984,BMW,5-Series
285,Mercedes-Benz,ML350
1648,BMW,X1
1047,BMW,3 SERIES
1348,BMW,328I
1223,Lexus,RX350
781,Honda,ACCD LX CVT
492,Honda,CIVIC SEDAN
92,Honda,Civic
294,Mercedes-Benz,M-Class
421,Ford,E350 Vans
38,GMC,Yukon
291,Mercedes-Benz,E350
81,Subaru,Outback
65,Subaru,IMPREZA WAGON
1649,BMW,750LI
1650,BMW,535I
56,Subaru,Forester
1274,Lexus,LX570
718,Infiniti,QX56
763,BMW,X5
262,Honda,ELEMENT EX
290,Mercedes-Benz,C300
1223,Lexus,RX350
1227,Lexus,RX 450H
848,Jeep,CHEROKEE
222,Nissan,ALTIMA
1293,Lexus,ES 300h
1240,Lexus,IS
1068,Lexus,IS 250
1223,Lexus,RX350
1223,Lexus,RX350
1201,Lexus,ES350
1252,Lexus,NX200T
105,Honda,Accord
848,Jeep,CHEROKEE
73,Subaru,IMPREZA SEDAN
442,Mercedes-Benz,GLK-CLASS
291,Mercedes-Benz,E350
1312,Lexus,GX460
46,Subaru,FORESTER
1240,Lexus,IS
59,Subaru,Legacy
49,Subaru,OUTBACK
914,Lexus,GX 460
1253,Lexus,RX 450h
1068,Lexus,IS 250
436,Mercedes-Benz,GL550
50,Subaru,CROSSTREK
452,Mazda,MAZDA3
55,Nissan,ROGUE
914,Lexus,GX 460
608,Ford,F-350 SD
49,Subaru,OUTBACK
46,Subaru,FORESTER
1201,Lexus,ES350
415,Mercedes-Benz,GL-CLASS
1224,Lexus,ES300H NAV
161,Honda,CIVIC LX
101,Honda,Cr-V
99,Honda,INSIGHT
452,Mazda,MAZDA3
425,Ford,FUSION
729,Mazda,Mazda6
452,Mazda,MAZDA3
584,Nissan,Sentra
636,RAM,3500
770,Jaguar,F-TYPE
97,Honda,ACCORD
1096,Kia,FORTE
1212,Lexus,RX350F
234,RAM,1500
1194,Lexus,ES300H
340,Ford,Focus
46,Subaru,FORESTER
1302,Lexus,IS 200T
1223,Lexus,RX350
118,Honda,CR-V
1201,Lexus,ES350
59,Subaru,Legacy
722,Chrysler,200
488,Mazda,CX-5
93,Honda,CIVIC
763,BMW,X5
620,Jeep,GRAND CHEROKEE
1193,Lexus,ES 350
95,Honda,ODYSSEY
1197,Lexus,RX450H
118,Honda,CR-V
1223,Lexus,RX350
1028,Honda,CIVIC 1.5T EX-L
452,Mazda,MAZDA3
118,Honda,CR-V
1223,Lexus,RX350
144,Honda,Pilot
53,Subaru,IMPREZA
118,Honda,CR-V
442,Mercedes-Benz,GLK-CLASS
118,Honda,CR-V
1365,Mazda,CX5RGT2A
92,Honda,Civic
929,Lexus,CT 200H
128,Honda,CRV AWD EXL
1114,Mazda,M6
35,Buick,Enclave
452,Mazda,MAZDA3
1032,Honda,CRV AWD SE
651,Honda,ACCD EX CVT
1239,Lexus,IS250C
439,Ford,ESCAPE
452,Mazda,MAZDA3
772,Ford,TRAN CONN
143,Honda,CIVIC EX
795,Infiniti,G37
1415,Lexus,NX300H AWD
743,Volkswagen,TIGUAN
1171,Ford,Transit
291,Mercedes-Benz,E350
290,Mercedes-Benz,C300
284,Mercedes-Benz,GL450
1026,Mercedes-Benz,GLK350W2
695,Mercedes-Benz,GLE350
332,Mercedes-Benz,ML550
1156,Mercedes-Benz,E350 COUPE
430,Mercedes-Benz,S550V
637,Mercedes-Benz,E350W
1651,Mercedes-Benz,C250 COUPE
1127,Mercedes-Benz,GL63 AMG
475,Mercedes-Benz,E-CLASS
296,Mercedes-Benz,C250
967,Mercedes-Benz,ML250
1652,Mercedes-Benz,GLK350W
315,Mercedes-Benz,GLA-Class
1653,Mercedes-Benz,G63W4
475,Mercedes-Benz,E-CLASS
290,Mercedes-Benz,C300
461,Mercedes-Benz,C-CLASS
391,Mercedes-Benz,CLA-Class
430,Mercedes-Benz,S550V
1018,Mercedes-Benz,GLA
1026,Mercedes-Benz,GLK350W2
965,Mercedes-Benz,GLE450C4
466,Mercedes-Benz,GL450W4
1119,Mercedes-Benz,CLS63 AMG
299,Mercedes-Benz,S550
307,Mercedes-Benz,E-Class
291,Mercedes-Benz,E350
1460,Mercedes-Benz,E550W
874,Chrysler,TOWN & COUNTRY
1650,BMW,535I
489,Audi,Q7
972,Mercedes-Benz,GLE300
1052,Smart,Fortwo
328,Honda,HR-V
433,Mercedes-Benz,E350W4
547,Mercedes-Benz,C300W4
84,Honda,PILOT
471,Nissan,VERSA
442,Mercedes-Benz,GLK-CLASS
290,Mercedes-Benz,C300
1654,Dodge,CR
296,Mercedes-Benz,C250
46,Subaru,FORESTER
46,Subaru,FORESTER
1206,Mazda,CX9
11,GMC,YUKON XL
286,Mercedes-Benz,GLK350
631,Mazda,CX-7
434,Mercedes-Benz,GLA250
809,Lexus,RX 350
1219,Lexus,RC350
328,Honda,HR-V
1201,Lexus,ES350
1196,Lexus,RX350 2WD
1062,Mercedes-Benz,GLC300W
594,Volvo,XC90
1201,Lexus,ES350
56,Subaru,Forester
1211,Lexus,NX 200T
782,Honda,ODYSSEY SE
945,Mercedes-Benz,GLC300
452,Mazda,MAZDA3
118,Honda,CR-V
267,Honda,HR-V AWD EX
809,Lexus,RX 350
54,Subaru,Impreza
809,Lexus,RX 350
1193,Lexus,ES 350
1068,Lexus,IS 250
92,Honda,Civic
488,Mazda,CX-5
54,Subaru,Impreza
523,Mazda,MAZDA6
309,Mazda,CX-9
1068,Lexus,IS 250
1201,Lexus,ES350
302,Ford,F-150
1068,Lexus,IS 250
1655,Mercedes-Benz,ML350 BLUETECH
645,Mercedes-Benz,CLS550C4
144,Honda,Pilot
81,Subaru,Outback
1201,Lexus,ES350
940,Honda,CIVIC 2.0 LX
118,Honda,CR-V
1240,Lexus,IS
1252,Lexus,NX200T
118,Honda,CR-V
105,Honda,Accord
118,Honda,CR-V
452,Mazda,MAZDA3
729,Mazda,Mazda6
1540,RAM,RAM 1500 (5.7L)
351,Ford,Fusion
50,Subaru,CROSSTREK
111,Honda,ACCORD LX
44,Subaru,XV CROSSTREK
118,Honda,CR-V
309,Mazda,CX-9
351,Ford,Fusion
1391,Honda,CIVIC 1.5T EX HS
1177,Mazda,MAZDA 6
92,Honda,Civic
6,GMC,YUKON
351,Ford,Fusion
300,Mercedes-Benz,SPRINTER 2500
290,Mercedes-Benz,C300
285,Mercedes-Benz,ML350
291,Mercedes-Benz,E350
285,Mercedes-Benz,ML350
300,Mercedes-Benz,SPRINTER 2500
468,Nissan,MURANO
288,Mercedes-Benz,CLA250
434,Mercedes-Benz,GLA250
1208,Lexus,GS350
291,Mercedes-Benz,E350
176,Honda,CRV AWD TOURING
1011,Chevrolet,VOLT
1387,Mercedes-Benz,ML350 2 WD
934,Jeep,Grand Cherokee
290,Mercedes-Benz,C300
1227,Lexus,RX 450H
763,BMW,X5
285,Mercedes-Benz,ML350
468,Nissan,MURANO
292,Mercedes-Benz,C-Class
544,Mercedes-Benz,SLK250
293,Mercedes-Benz,GLK-Class
1223,Lexus,RX350
916,Toyota,SEQUOIA
309,Mazda,CX-9
1197,Lexus,RX450H
286,Mercedes-Benz,GLK350
341,Dodge,Charger
1176,Mazda,CX5
309,Mazda,CX-9
105,Honda,Accord
763,BMW,X5
391,Mercedes-Benz,CLA-Class
1425,Mercedes-Benz,GLS450W4
464,Mercedes-Benz,GL-Class
291,Mercedes-Benz,E350
430,Mercedes-Benz,S550V
1207,Lexus,HS 250H
1655,Mercedes-Benz,ML350 BLUETECH
1201,Lexus,ES350
860,Kia,OPTIMA
975,Mercedes-Benz,C450W4
92,Honda,Civic
434,Mercedes-Benz,GLA250
660,Dodge,GRAND CARAVAN
89,Honda,Odyssey
118,Honda,CR-V
485,Audi,A4
334,Honda,HR-V AWD EX-L NAVI
312,Mercedes-Benz,SPRINTER CARGO VANS
415,Mercedes-Benz,GL-CLASS
1194,Lexus,ES300H
342,Ford,Escape
285,Mercedes-Benz,ML350
81,Subaru,Outback
1201,Lexus,ES350
105,Honda,Accord
562,Audi,A7
299,Mercedes-Benz,S550
1026,Mercedes-Benz,GLK350W2
667,Mercedes-Benz,C63 AMG
692,Mercedes-Benz,B-CLASS F-CELL
500,Mercedes-Benz,S-CLASS
498,Mercedes-Benz,ML350W4
703,Mercedes-Benz,C250W
847,RAM,2500
498,Mercedes-Benz,ML350W4
1633,Lexus,RX 350 2WD
6,GMC,YUKON
290,Mercedes-Benz,C300
118,Honda,CR-V
309,Mazda,CX-9
74,Ford,FOCUS
488,Mazda,CX-5
660,Dodge,GRAND CARAVAN
412,Mercedes-Benz,CLA250C
1264,Jeep,GRAND CHEROKEE (5.7L)
498,Mercedes-Benz,ML350W4
1196,Lexus,RX350 2WD
1460,Mercedes-Benz,E550W
888,Mercedes-Benz,CLA250C4
879,Mazda,MAZDA5
412,Mercedes-Benz,CLA250C
809,Lexus,RX 350
809,Lexus,RX 350
1026,Mercedes-Benz,GLK350W2
729,Mazda,Mazda6
307,Mercedes-Benz,E-Class
809,Lexus,RX 350
92,Honda,Civic
54,Subaru,Impreza
660,Dodge,GRAND CARAVAN
1240,Lexus,IS
46,Subaru,FORESTER
84,Honda,PILOT
299,Mercedes-Benz,S550
632,Jaguar,XF
433,Mercedes-Benz,E350W4
307,Mercedes-Benz,E-Class
1196,Lexus,RX350 2WD
722,Chrysler,200
309,Mazda,CX-9
1181,Mazda,CX7
523,Mazda,MAZDA6
1176,Mazda,CX5
452,Mazda,MAZDA3
523,Mazda,MAZDA6
171,Hyundai,ELANTRA
506,Hyundai,SONATA
506,Hyundai,SONATA
171,Hyundai,ELANTRA
638,Hyundai,Santa Fe
56,Subaru,Forester
348,Ford,Edge
412,Mercedes-Benz,CLA250C
629,Honda,CRV EXL NAVI
92,Honda,Civic
436,Mercedes-Benz,GL550
703,Mercedes-Benz,C250W
474,Toyota,COROLLA
291,Mercedes-Benz,E350
533,Nissan,AL
1656,Mercedes-Benz,CLS550 COUPE
1657,BMW,328IS
1658,Toyota,CAMRY HYBRID
1007,Mercedes-Benz,ML400W4
18,Chevrolet,CRUZE
342,Ford,Escape
1655,Mercedes-Benz,ML350 BLUETECH
1659,Subaru,IMPREZA OUTBACK SPORT
49,Subaru,OUTBACK
1103,RAM,RAM 1500
461,Mercedes-Benz,C-CLASS
92,Honda,Civic
89,Honda,Odyssey
49,Subaru,OUTBACK
274,Buick,Encore
1246,Toyota,TUNDRA 4WD TRUCK
1526,BMW,X6
523,Mazda,MAZDA6
95,Honda,ODYSSEY
222,Nissan,ALTIMA
832,Mercedes-Benz,GL350BTC
1174,Mazda,MAZDA3 5DR
296,Mercedes-Benz,C250
618,Mercedes-Benz,GLA250W4
433,Mercedes-Benz,E350W4
1660,Mazda,MZ5
12,Chevrolet,MALIBU
54,Subaru,Impreza
306,Mercedes-Benz,SPRINTER
171,Hyundai,ELANTRA
299,Mercedes-Benz,S550
43,Chevrolet,CAMARO
874,Chrysler,TOWN & COUNTRY
441,Mercedes-Benz,SLK350
500,Mercedes-Benz,S-CLASS
49,Subaru,OUTBACK
999,BMW,4 SERIES
452,Mazda,MAZDA3
342,Ford,Escape
309,Mazda,CX-9
1461,Lexus,RX450H AWD NAV
105,Honda,Accord
1094,Mercedes-Benz,GLA250W
309,Mazda,CX-9
302,Ford,F-150
176,Honda,CRV AWD TOURING
312,Mercedes-Benz,SPRINTER CARGO VANS
36,Chevrolet,Silverado 2500HD
452,Mazda,MAZDA3
1182,Mazda,MAZDA2
286,Mercedes-Benz,GLK350
764,Dodge,CHARGER
1237,Lexus,CT200H
51,Subaru,LEGACY
452,Mazda,MAZDA3
1176,Mazda,CX5
940,Honda,CIVIC 2.0 LX
769,Honda,CIVIC 2.0 EX
81,Subaru,Outback
124,Honda,ODYSSEY EX
1174,Mazda,MAZDA3 5DR
1180,Mazda,CX3
7,GMC,SIERRA 1500
461,Mercedes-Benz,C-CLASS
1170,Mercedes-Benz,GLA45
452,Mazda,MAZDA3
781,Honda,ACCD LX CVT
105,Honda,Accord
461,Mercedes-Benz,C-CLASS
632,Jaguar,XF
452,Mazda,MAZDA3
105,Honda,Accord
151,Honda,CRV AWD EX
118,Honda,CR-V
764,Dodge,CHARGER
299,Mercedes-Benz,S550
943,Cadillac,ESCALADE
815,Cadillac,ATS
621,Cadillac,SRX
836,Cadillac,XTS
621,Cadillac,SRX
1661,Hyundai,Accent
1662,Hyundai,SONATA HYBRID
118,Honda,CR-V
1657,BMW,328IS
286,Mercedes-Benz,GLK350
452,Mazda,MAZDA3
836,Cadillac,XTS
351,Ford,Fusion
1223,Lexus,RX350
891,Hyundai,SANTA FE
1348,BMW,328I
284,Mercedes-Benz,GL450
311,Mercedes-Benz,S-Class
68,Subaru,FORESTER 2.5XT
621,Cadillac,SRX
291,Mercedes-Benz,E350
178,Honda,Insight
828,Mercedes-Benz,GLE450 AMG
1223,Lexus,RX350
984,BMW,5-Series
943,Cadillac,ESCALADE
1223,Lexus,RX350
118,Honda,CR-V
246,Honda,Crosstour
1483,Hyundai,Tucson
815,Cadillac,ATS
798,Honda,CRV AWD EXL NAVI
301,Mercedes-Benz,GL350
49,Subaru,OUTBACK
764,Dodge,CHARGER
506,Hyundai,SONATA
630,Mercedes-Benz,SLK-CLASS
722,Chrysler,200
1663,RAM,PROMASTER CARGO VAN DIESE
763,BMW,X5
576,Ford,F-250 SD
621,Cadillac,SRX
833,Mercedes-Benz,GLE400
691,Toyota,TUNDRA
526,Dodge,JOURNEY
1188,Mercedes-Benz,GLE-Class
307,Mercedes-Benz,E-Class
461,Mercedes-Benz,C-CLASS
1240,Lexus,IS
1096,Kia,FORTE
1223,Lexus,RX350
1176,Mazda,CX5
1208,Lexus,GS350
502,Mercedes-Benz,CLS550
412,Mercedes-Benz,CLA250C
284,Mercedes-Benz,GL450
1176,Mazda,CX5
34,GMC,CANYON
704,Mercedes-Benz,C300W
943,Cadillac,ESCALADE
1648,BMW,X1
815,Cadillac,ATS
474,Toyota,COROLLA
695,Mercedes-Benz,GLE350
391,Mercedes-Benz,CLA-Class
1196,Lexus,RX350 2WD
461,Mercedes-Benz,C-CLASS
138,Honda,PILOT LX
299,Mercedes-Benz,S550
314,Mercedes-Benz,SL550
1283,Lexus,NX200T FSPORT
637,Mercedes-Benz,E350W
288,Mercedes-Benz,CLA250
171,Hyundai,ELANTRA
872,Dodge,Grand Caravan
544,Mercedes-Benz,SLK250
1664,Mercedes-Benz,GLE400W4
452,Mazda,MAZDA3
81,Subaru,Outback
1171,Ford,Transit
81,Subaru,Outback
1040,Mercedes-Benz,E350BTC
53,Subaru,IMPREZA
488,Mazda,CX-5
299,Mercedes-Benz,S550
52,Hyundai,VELOSTER
1176,Mazda,CX5
1652,Mercedes-Benz,GLK350W
703,Mercedes-Benz,C250W
452,Mazda,MAZDA3
452,Mazda,MAZDA3
484,Lincoln,MKX
452,Mazda,MAZDA3
144,Honda,Pilot
1583,Lexus,HS250H
712,Hyundai,Sonata
291,Mercedes-Benz,E350
81,Subaru,Outback
56,Subaru,Forester
729,Mazda,Mazda6
703,Mercedes-Benz,C250W
594,Volvo,XC90
1193,Lexus,ES 350
452,Mazda,MAZDA3
475,Mercedes-Benz,E-CLASS
299,Mercedes-Benz,S550
436,Mercedes-Benz,GL550
51,Subaru,LEGACY
1279,Lexus,IS250 NAV
1192,Lexus,GS 350
621,Cadillac,SRX
1312,Lexus,GX460
703,Mercedes-Benz,C250W
939,Mercedes-Benz,GLC300W4
81,Subaru,Outback
171,Hyundai,ELANTRA
995,Mercedes-Benz,GLC
434,Mercedes-Benz,GLA250
285,Mercedes-Benz,ML350
1381,Mercedes-Benz,CLS
171,Hyundai,ELANTRA
285,Mercedes-Benz,ML350
118,Honda,CR-V
484,Lincoln,MKX
689,Hyundai,Elantra
630,Mercedes-Benz,SLK-CLASS
1594,Mercedes-Benz,E300
689,Hyundai,Elantra
1665,Mercedes-Benz,S550A
50,Subaru,CROSSTREK
412,Mercedes-Benz,CLA250C
1211,Lexus,NX 200T
835,Kia,Optima
1666,BMW,328IA
615,Ford,T250 Vans
1621,BMW,528I
291,Mercedes-Benz,E350
1667,BMW,340I
442,Mercedes-Benz,GLK-CLASS
1196,Lexus,RX350 2WD
1483,Hyundai,Tucson
461,Mercedes-Benz,C-CLASS
712,Hyundai,Sonata
1649,BMW,750LI
118,Honda,CR-V
81,Subaru,Outback
704,Mercedes-Benz,C300W
328,Honda,HR-V
1196,Lexus,RX350 2WD
284,Mercedes-Benz,GL450
292,Mercedes-Benz,C-Class
1468,Mercedes-Benz,CLS550C
111,Honda,ACCORD LX
452,Mazda,MAZDA3
56,Subaru,Forester
128,Honda,CRV AWD EXL
452,Mazda,MAZDA3
636,RAM,3500
764,Dodge,CHARGER
452,Mazda,MAZDA3
1668,Hyundai,ELANTRA GLS
50,Subaru,CROSSTREK
412,Mercedes-Benz,CLA250C
943,Cadillac,ESCALADE
1174,Mazda,MAZDA3 5DR
53,Subaru,IMPREZA
475,Mercedes-Benz,E-CLASS
105,Honda,Accord
354,Ford,Fiesta
475,Mercedes-Benz,E-CLASS
740,Honda,ACCD EX-L NAVI HS
1208,Lexus,GS350
304,Mercedes-Benz,GLK250
488,Mazda,CX-5
1515,Honda,CRV TRG
1182,Mazda,MAZDA2
53,Subaru,IMPREZA
153,Honda,ACCORD EXL
7,GMC,SIERRA 1500
144,Honda,Pilot
757,Mercedes-Benz,GLE Class
290,Mercedes-Benz,C300
290,Mercedes-Benz,C300
285,Mercedes-Benz,ML350
101,Honda,Cr-V
815,Cadillac,ATS
292,Mercedes-Benz,C-Class
950,Mercedes-Benz,AMG GT
1025,Mercedes-Benz,SL-Class
1181,Mazda,CX7
914,Lexus,GX 460
523,Mazda,MAZDA6
95,Honda,ODYSSEY
284,Mercedes-Benz,GL450
1176,Mazda,CX5
314,Mercedes-Benz,SL550
1176,Mazda,CX5
54,Subaru,Impreza
464,Mercedes-Benz,GL-Class
144,Honda,Pilot
439,Ford,ESCAPE
293,Mercedes-Benz,GLK-Class
847,RAM,2500
621,Cadillac,SRX
658,Mercedes-Benz,E-Class Wagon
815,Cadillac,ATS
328,Honda,HR-V
69,Subaru,IMPREZA 2.5I
1483,Hyundai,Tucson
1191,Lexus,RX350 NAV
452,Mazda,MAZDA3
452,Mazda,MAZDA3
351,Ford,Fusion
207,Subaru,Impreza WRX
1193,Lexus,ES 350
452,Mazda,MAZDA3
46,Subaru,FORESTER
309,Mazda,CX-9
292,Mercedes-Benz,C-Class
1211,Lexus,NX 200T
299,Mercedes-Benz,S550
1208,Lexus,GS350
291,Mercedes-Benz,E350
1176,Mazda,CX5
292,Mercedes-Benz,C-Class
980,Chrysler,200S
1201,Lexus,ES350
343,Ford,Explorer
483,Nissan,SENTRA
516,Lincoln,MKZ
297,Mercedes-Benz,S63 AMG
1208,Lexus,GS350
286,Mercedes-Benz,GLK350
284,Mercedes-Benz,GL450
1231,Lexus,IS 350
1193,Lexus,ES 350
464,Mercedes-Benz,GL-Class
288,Mercedes-Benz,CLA250
92,Honda,Civic
943,Cadillac,ESCALADE
306,Mercedes-Benz,SPRINTER
1214,Lexus,CT 200h
92,Honda,Civic
1227,Lexus,RX 450H
638,Hyundai,Santa Fe
1201,Lexus,ES350
1669,Mercedes-Benz,E350 CAB
544,Mercedes-Benz,SLK250
286,Mercedes-Benz,GLK350
891,Hyundai,SANTA FE
488,Mazda,CX-5
1657,BMW,328IS
1062,Mercedes-Benz,GLC300W
830,Mercedes-Benz,G63 AMG
358,Ford,EXPLOR INT
1192,Lexus,GS 350
31,Chevrolet,IMPALA
1193,Lexus,ES 350
304,Mercedes-Benz,GLK250
452,Mazda,MAZDA3
34,GMC,CANYON
160,Honda,ACCORD LX P
848,Jeep,CHEROKEE
637,Mercedes-Benz,E350W
669,Toyota,RAV4
621,Cadillac,SRX
943,Cadillac,ESCALADE
461,Mercedes-Benz,C-CLASS
526,Dodge,JOURNEY
1201,Lexus,ES350
1195,Lexus,ES 300H
286,Mercedes-Benz,GLK350
452,Mazda,MAZDA3
309,Mazda,CX-9
286,Mercedes-Benz,GLK350
1670,Mercedes-Benz,S600X
630,Mercedes-Benz,SLK-CLASS
637,Mercedes-Benz,E350W
144,Honda,Pilot
288,Mercedes-Benz,CLA250
296,Mercedes-Benz,C250
452,Mazda,MAZDA3
523,Mazda,MAZDA6
1671,Toyota,AVALON HYBRID
95,Honda,ODYSSEY
1672,Scion,SCION IA
286,Mercedes-Benz,GLK350
288,Mercedes-Benz,CLA250
105,Honda,Accord
544,Mercedes-Benz,SLK250
290,Mercedes-Benz,C300
1,Buick,ENCLAVE
1177,Mazda,MAZDA 6
306,Mercedes-Benz,SPRINTER
452,Mazda,MAZDA3
1223,Lexus,RX350
1176,Mazda,CX5
695,Mercedes-Benz,GLE350
291,Mercedes-Benz,E350
1286,Lexus,GS
809,Lexus,RX 350
901,Mercedes-Benz,C250C
234,RAM,1500
290,Mercedes-Benz,C300
529,Fiat,500
343,Ford,Explorer
461,Mercedes-Benz,C-CLASS
89,Honda,Odyssey
621,Cadillac,SRX
101,Honda,Cr-V
1673,Mercedes-Benz,E350W4 SPORT
769,Honda,CIVIC 2.0 EX
433,Mercedes-Benz,E350W4
849,Dodge,CHALLENGER
288,Mercedes-Benz,CLA250
309,Mazda,CX-9
809,Lexus,RX 350
1240,Lexus,IS
452,Mazda,MAZDA3
461,Mercedes-Benz,C-CLASS
85,Subaru,XV Crosstrek
637,Mercedes-Benz,E350W
488,Mazda,CX-5
51,Subaru,LEGACY
1674,Lexus,RX450H NAV AWD
118,Honda,CR-V
729,Mazda,Mazda6
1182,Mazda,MAZDA2
31,Chevrolet,IMPALA
301,Mercedes-Benz,GL350
703,Mercedes-Benz,C250W
506,Hyundai,SONATA
1671,Toyota,AVALON HYBRID
50,Subaru,CROSSTREK
7,GMC,SIERRA 1500
809,Lexus,RX 350
46,Subaru,FORESTER
92,Honda,Civic
92,Honda,Civic
319,Honda,PILOT AWD EX-L AUTO
488,Mazda,CX-5
435,Mercedes-Benz,SLK300
7,GMC,SIERRA 1500
1176,Mazda,CX5
464,Mercedes-Benz,GL-Class
584,Nissan,Sentra
286,Mercedes-Benz,GLK350
1675,Honda,Hr-V
95,Honda,ODYSSEY
95,Honda,ODYSSEY
1080,Honda,CR
579,Audi,A5
339,Ford,Taurus
695,Mercedes-Benz,GLE350
285,Mercedes-Benz,ML350
1008,Hyundai,GENESIS COUPE
452,Mazda,MAZDA3
1483,Hyundai,Tucson
1223,Lexus,RX350
118,Honda,CR-V
1676,Mercedes-Benz,S63A4
1526,BMW,X6
638,Hyundai,Santa Fe
105,Honda,Accord
284,Mercedes-Benz,GL450
292,Mercedes-Benz,C-Class
695,Mercedes-Benz,GLE350
1246,Toyota,TUNDRA 4WD TRUCK
38,GMC,Yukon
620,Jeep,GRAND CHEROKEE
1626,GMC,ACADIA LIMITED
1176,Mazda,CX5
729,Mazda,Mazda6
1677,Cadillac,SRX UTILITY 4D LUXURY 2WD
506,Hyundai,SONATA
460,Mercedes-Benz,ML400
452,Mazda,MAZDA3
523,Mazda,MAZDA6
621,Cadillac,SRX
838,Hyundai,AZERA
285,Mercedes-Benz,ML350
452,Mazda,MAZDA3
809,Lexus,RX 350
301,Mercedes-Benz,GL350
621,Cadillac,SRX
1594,Mercedes-Benz,E300
343,Ford,Explorer
809,Lexus,RX 350
1208,Lexus,GS350
1201,Lexus,ES350
523,Mazda,MAZDA6
452,Mazda,MAZDA3
1176,Mazda,CX5
1306,Lexus,IS250
35,Buick,Enclave
7,GMC,SIERRA 1500
1312,Lexus,GX460
412,Mercedes-Benz,CLA250C
836,Cadillac,XTS
621,Cadillac,SRX
291,Mercedes-Benz,E350
299,Mercedes-Benz,S550
1,Buick,ENCLAVE
1068,Lexus,IS 250
49,Subaru,OUTBACK
53,Subaru,IMPREZA
1678,Subaru,IMPREZA 2.0I SPORT
452,Mazda,MAZDA3
787,Mazda,MAZDA 3
296,Mercedes-Benz,C250
290,Mercedes-Benz,C300
809,Lexus,RX 350
1181,Mazda,CX7
1408,Mercedes-Benz,GLA250W2
461,Mercedes-Benz,C-CLASS
208,Honda,ACCORD CROSSTOUR
488,Mazda,CX-5
456,Mercedes-Benz,E400
